side	opponent	round	number	attacks	ann	text
					0	Author Response We, the authors, want to express our gratitude to the Editorial Board and the experts that reviewed our manuscript for their contributions.
					0	We have found your recommendations and commentaries of great value and have made appropriate changes.
					0	We feel confident that the manuscript has been strengthened by this.
					0	Please find our answers in the following lines.
Reviewer_1	Author	1	1	0	2	TITLE The “Part 1” in the title, while perhaps intriguing, calls for some explanation of future directions.
Reviewer_1	Author	1	1	0	2	This does not seem to be addressed in the article, thus there seems to be no reason to include this phrase in the title.
Author	Reviewer_1	2	1	1	1	The second part of this analysis, titled: “Body composition assessment in Mexican children and adolescents.
Author	Reviewer_1	2	1	1	1	Part 2: Cross-validation of three bio-electrical impedance methods against dual X-ray absorptiometry for whole-body and regional body composition”, has already been accepted by Nutrients #1604578.
Author	Reviewer_1	2	1	1	1	The two analyses were conducted on the same children’s database and closely complement each other.
Author	Reviewer_1	2	1	1	1	As the accepted manuscript already includes the phrase ‘Part 2’ we prefer to keep ‘Part 1’ here ABSTRACT 2.
					0	Regarding “The clinical context in which BC is evaluated usually defines the ideal model to be used”: This is somewhat confusing.
Reviewer_1	Author	1	2	0	2	Perhaps a simpler definition or specification could be used here, as clinical ‘context’ more often dictates the availability of methods, not necessarily models.
Reviewer_1	Author	1	2	0	2	Cost, manpower, location, all play a role in driving the selection of BC techniques.
Author	Reviewer_1	2	17	17	1	Changed, line 19 INTRODUCTION 3.
					0	P2 L61: FFM is obtained via the 4C model – it is not a surrogate.
Reviewer_1	Author	1	3	0	2	Also, the difference(s) between FFM and LM definitions are nuanced and complex and should either be defined, or alternate text should be used here.
Reviewer_1	Author	1	3	0	2	It seems that the authors are simply trying to point out that use of the 4C model is not common and that other methods are normally used.
Reviewer_1	Author	1	3	0	2	Best to clarify this statement.
Author	Reviewer_1	2	3	3	1	Corrected, we adjusted this paragraph together with the next one to give a clearer explanation of the motivation of this study.
					0	4.
Reviewer_1	Author	1	4	0	2	P2 L69: The aim stated here does not follow the logic of the preceding statements in the paragraph, i.e., what does comparing BC methods have to do with lack of healthcare or technology?
Reviewer_1	Author	1	4	0	2	Is the focus then on finding low cost, easy to apply methods?
Reviewer_1	Author	1	4	0	2	The aim (and intent) of the study seems too simplistic as stated here – merely comparing methods.
Reviewer_1	Author	1	4	0	2	How would the results be applied to the healthcare situation in Mexico?
					0	These topics should be tied together, or an alternative motivation needs to be presented.
Author	Reviewer_1	2	4	4	1	We have adjusted accordingly.
Author	Reviewer_1	2	4	4	1	We hope now we can give a clearer explanation about the motivation of this study.
					0	MATERIALS AND METHODS 5.
					0	P3 L94: This is awkwardly worded.
Reviewer_1	Author	1	5	0	2	Who was asked to assent?
Author	Reviewer_1	2	5	5	1	Clarified in lines 164.
					0	6.
Reviewer_1	Author	1	6	0	2	P3 L125: DXA: Was the head ROI excluded from the analyses (as per recommendation by the ISCD)?
Reviewer_1	Author	1	6	0	2	If so, it should be stated.
Reviewer_1	Author	1	6	0	2	If not, DXA analysis should be redone and all relationships recalculated.
Author	Reviewer_1	2	6	6	1	The data used was total body with head, as recommended for the ISCD when using DXA for body composition instead of for bone densitometry.
Author	Reviewer_1	2	6	6	1	We clarified and referenced this in the text, lines 204-208.
					0	7.
Reviewer_1	Author	1	7	0	2	P5 L176: “(n=52??
Reviewer_1	Author	1	7	0	2	)” Is there uncertainty of the number of participants or is this merely a typo?
Author	Reviewer_1	2	7	7	1	This was a typo, we corrected it.
Author	Reviewer_1	2	7	7	1	Line 260.
					0	8.
Reviewer_1	Author	1	8	0	2	P5 L191: TBW should be in liters, not kg.
Author	Reviewer_2	2	22	4	1	Corrected.
					0	9.
Reviewer_1	Author	1	9	0	2	P5 L207: The means of FM would be compared using t-test, not calculated.
Author	Reviewer_1	2	9	9	1	We corrected (lines 287-288).
					0	RESULTS 10.
					0	Table 1: The n values in the column headers add up to 293 rather than 288.
Reviewer_1	Author	1	10	0	2	Are the n values incorrect or is the entire cohort presented here?
Author	Reviewer_1	2	10	10	1	Indeed, it was like that.
Author	Reviewer_1	2	10	10	1	We have changed it to show only the data of the 288 subjects (without the 5 outliers).
					0	11.
Reviewer_1	Author	1	11	0	2	Table 1; Body Composition Variables: The mean values do not all agree with those in supplementary Table 1.
Author	Reviewer_1	2	11	11	1	This was because of the inclusion of the 5 outliers in table 1, which has been corrected.
					0	12.
Reviewer_1	Author	1	12	0	2	Table 1; MRI subsample: There is no indication of age, BMI, etc.
Reviewer_1	Author	1	12	0	2	in this group.
Reviewer_1	Author	1	12	0	2	That information may be helpful, perhaps also as supplementary data.
Author	Reviewer_1	2	12	12	1	We have
Author	Reviewer_2	2	19	1	1	added
					0	 this in supplementary table as S table 1.
					0	13.
Reviewer_1	Author	1	13	0	2	P7 L226: It would be helpful if it was made clear that this refers to comparisons of means of all subjects (not broken down by age, sex).
Author	Reviewer_1	2	13	13	1	Added, the analysis was for the total sample and by subgroups by age and sex, line 287 14.
Reviewer_1	Author	1	14	0	2	P12 L283: Is Table 4 necessary?
Reviewer_1	Author	1	14	0	2	The title (and aim?)
Reviewer_1	Author	1	14	0	2	of the paper is all about comparing techniques against the 4C model.
Reviewer_1	Author	1	14	0	2	One also begins to wonder about affecting type 1 errors due to multiplicity of comparisons (debatable but worth considering).
Reviewer_1	Author	1	14	0	2	It may be worth considering moving Table 4 to the supplementary file and bringing supplementary Table 1 into the main document.
Reviewer_1	Author	1	14	0	2	If the focus (see the title) of the article is comparisons with the 4C model, then supplementary Table 1 seems to merit more direct attention.
Author	Reviewer_1	2	14	14	1	We have corrected as recommended.
Author	Reviewer_1	2	14	14	1	Table 4 sent to supplementary material as supplementary table 3.
					0	15.
Reviewer_1	Author	1	15	0	2	P13 L294: The legend for Figure 3 seems incorrect.
Reviewer_1	Author	1	15	0	2	It matches that for Figure 1.
					0	Corrected.
					0	16.
